Filename,Label_2015,XMin_2015,YMin_2015,XMax_2015,YMax_2015,Area_2015,Label_2016,XMin_2016,YMin_2016,XMax_2016,YMax_2016,Area_2016,Percentage_Decrease
tile_3000_3000.png(3),Lake,0.8203931,0.7611675,0.9648973,1.0,0.034512293,Lake,0.5231584,0.855192,0.5491261,0.8742146,0.0004939731,98.5687039108065
tile_3000_3000.png(4),Lake,0.7703041,0.08504324,0.8068097,0.107032895,0.00080274657,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_3500.png(1),Lake,0.0037365078,0.5762933,0.114450864,0.74915946,0.019138766,Lake,0.51220685,0.5870361,0.56743234,0.6160024,0.0015996785,91.6416842130783
tile_3000_3500.png(3),Lake,0.06286789,0.44591242,0.17982714,0.5474533,0.0118761435,Lake,0.9168067,0.37178183,0.9591155,0.4032197,0.001330099,88.80024479326981
tile_3000_3500.png(15),Lake,0.0,0.068097405,0.3715875,1.0,0.34628338,Lake,0.64298826,0.5443436,0.67396057,0.5671796,0.00070728443,99.79574981912212
tile_3000_3500.png(17),Lake,0.0029063702,0.37197676,0.18378544,0.82768935,0.08242887,Lake,0.59950745,0.663021,0.61960393,0.6779807,0.00030063718,99.63527683929188
tile_3000_4000.png(1),Lake,0.41725492,0.0,0.66770595,0.11467107,0.028719487,Lake,0.5627912,0.6956505,0.5932249,0.7151761,0.00059423497,97.93089977547301
tile_3000_4000.png(2),Lake,0.51127553,0.5535362,0.6067321,0.6434397,0.0085818805,Lake,0.5744287,0.36815175,0.5969718,0.38210514,0.00031455306,96.33468375608352
tile_3000_4000.png(9),Lake,0.0,0.55063176,0.6250346,1.0,0.28087068,Lake,0.5663374,0.6943938,0.60335284,0.7185637,0.00089465803,99.6814697675101
tile_3000_4000.png(10),Lake,0.2493587,0.6024443,0.28837797,0.6270067,0.0009584077,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(11),Lake,0.45998666,0.46217856,0.5201759,0.48581377,0.0014225848,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(12),Lake,0.5757317,0.48117542,0.6366547,0.504714,0.0014340411,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(13),Lake,0.51762855,0.5568512,0.61563605,0.61515063,0.0057137804,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(14),Lake,0.40625006,0.21370523,0.5817045,0.42647448,0.03733131,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(15),Lake,0.0,0.7449384,0.30213222,1.0,0.07706234,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(16),Lake,0.4113264,0.40062544,0.44965202,0.43325558,0.0012505702,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(17),Lake,0.0,0.6651533,0.52146786,1.0,0.17461178,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(18),Lake,0.51265997,0.67206985,0.5641576,0.6960263,0.0012337021,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(19),Lake,0.2387265,0.6080665,0.2815301,0.6356282,0.0011797415,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(20),Lake,0.41462255,0.13190629,0.44298893,0.15586099,0.00067950843,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(21),Lake,0.25337785,0.60663587,0.2853628,0.63671684,0.0009621386,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(22),Lake,0.1115902,0.6926376,0.35544315,0.9116524,0.053407393,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(23),Lake,0.46657917,0.47382084,0.5080137,0.49994895,0.0010826067,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4000.png(24),Lake,0.2425106,0.5930438,0.2843164,0.62783545,0.0014544923,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4500.png(6),Lake,0.4063321,0.36411762,0.43355647,0.38162985,0.00047675933,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4500.png(7),Lake,0.5657639,0.7374794,0.60029423,0.7556905,0.0006288364,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4500.png(8),Lake,0.7386443,0.48807096,0.7687823,0.50294,0.0004481232,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4500.png(9),Lake,0.5662965,0.577213,0.6037001,0.60468274,0.0010274672,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_4500.png(10),Lake,0.005611411,0.27397498,0.058636833,0.47107697,0.010451416,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_5000.png(1),Lake,0.4751881,0.49998322,0.51618546,0.5193333,0.0007933022,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_5000.png(2),Lake,0.46579996,0.5008417,0.5081295,0.52291983,0.00093455776,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_5000.png(3),Lake,0.46464798,0.490515,0.5173463,0.51310945,0.0011906902,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3000_5500.png(5),Lake,0.31396598,0.17643823,0.39173773,0.25937352,0.0064500226,Lake,0.70520586,0.008086058,0.7897721,0.01985843,0.0009955451,84.56524632952448
tile_3500_3000.png(6),Lake,0.7180826,0.0008359432,0.8665258,0.19845143,0.02933468,Lake,0.76729375,0.7717952,0.85869807,0.86319155,0.008354019,71.5216971857201
tile_3500_3000.png(7),Lake,0.82615584,0.7402491,0.9846178,0.93631744,0.03106938,Lake,0.70935214,0.56218857,0.73516953,0.5793971,0.00044427905,98.57004211220179
tile_3500_3000.png(8),Lake,0.73243153,0.88249296,0.80977124,1.0,0.00908796,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3500_3000.png(9),Lake,0.6843833,0.48687288,0.7243419,0.513256,0.0010542345,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3500_3000.png(10),Lake,0.6961699,0.48582664,0.72225404,0.50171775,0.00041450557,0,0.0,0.0,0.0,0.0,0.0,100.0
tile_3500_3000.png(11),Lake,0.7429785,0.61781603,0.99716514,1.0,0.09714606,0,0.0,0.0,0.0,0.0,0.0,100.0
